Tanggal,Nama_Barang,Jumlah_Barang,Satuan
9/17/2023,Minyak Kita Pouch 2 Liter,20,Dus
9/17/2023,Gula Gmp 1 Kg,30,Dus
9/17/2023,Minyak Sania Pouch 2 Liter,15,Dus
9/17/2023,Minyak Sovia Pouch 2 Liter,15,Dus
9/17/2023,Beras SIIP 5 Kg,5,Dus
9/17/2023,Kapal Api Tanpa Gula Sachet,10,Dus
9/17/2023,Indomie Ayam Bawang,150,Dus
9/17/2023,Minyak Kita Pouch 2 Liter,70,Dus
9/17/2023,Minyak Kita Pouch 1 Liter,20,Dus
9/18/2023,Sun Kara,100,Dus
9/18/2023,Minyak Tropikal botol 1 Liter,50,Dus
9/18/2023,Indomie Goreng,40,Dus
9/18/2023,Minyak Kita Botol 2 Liter,40,Dus
9/18/2023,Minyak Sam Sam 1 Liter,40,Dus
9/18/2023,Sun Kara,40,Dus
9/18/2023,Indocafe Mix,2,Dus
9/18/2023,Minyak Kita Pouch 2 Liter,2,Dus
9/18/2023,Minyak Kita Pouch 2 Liter,1,Dus
9/18/2023,Minyak Kita Pouch 1 Liter,2,Dus
9/18/2023,Sun Kara,2,Dus
9/19/2023,Minyak Kita Pouch 1 Liter,40,Dus
9/19/2023,Minyak Kita Pouch 2 Liter,30,Dus
9/19/2023,Minyak Sovia Pouch 2 Liter,50,Dus
9/19/2023,Indomie Soto ,50,Dus
9/19/2023,Sun Kara,100,Dus
9/19/2023,Minyak Kita Pouch 1 Liter,2,Dus
9/19/2023,Minyak Kita Pouch 2 Liter,1,Dus
9/20/2023,Gula Gmp 1 Kg,1,Dus
9/20/2023,Minyak Sania Pouch 1 Liter,4,Dus
9/20/2023,Beras Sania 5 Kg,15,Dus
9/20/2023,Minyak Tropikal botol 1 Liter,100,Dus
9/20/2023,Minyak Rizki Botol 900gr,250,Dus
9/21/2023,Minyak Kuncimas 2 Liter,20,Dus
9/21/2023,Minyak Sunco Pouch 2 Liter,50,Dus
9/21/2023,Minyak Kita Pouch 2 Liter,150,Dus
9/21/2023,Gula Gmp 1 Kg,50,Dus
9/21/2023,Minyak Kita Botol 2 Liter,100,Dus
9/21/2023,Minyak Kita Botol 1 Liter,25,Dus
9/21/2023,Sun Kara,10,Dus
9/21/2023,Beras Sania 5 Kg,50,Dus
9/21/2023,Minyak Rizki Botol 900gr,100,Dus
9/21/2023,Indomie Goreng,50,Dus
9/21/2023,Indomie Soto ,100,Dus
9/22/2023,Minyak Kita Pouch 1 Liter,2,Dus
9/22/2023,Sun Kara,2,Dus
9/22/2023,Indomie Goreng,50,Dus
9/22/2023,Indomie Ayam Bawang,50,Dus
9/22/2023,Indomie Soto ,20,Dus
9/22/2023,Sun Kara,20,Dus
9/22/2023,Gula Gmp 1 Kg,50,Dus
9/22/2023,Minyak Sania Pouch 1 Liter,2,Dus
9/22/2023,Minyak Sam Sam 1 Liter,3,Dus
9/22/2023,Sun Kara,1,Dus
9/23/2023,Minyak Rizki Botol 900gr,100,Dus
9/23/2023,Minyak Tropikal botol 2 Liter,30,Dus
9/23/2023,Minyak Sania Pouch 1 Liter,2,Dus
9/23/2023,Minyak Sam Sam 1 Liter,2,Dus
9/23/2023,Minyak Kita Pouch 2 Liter,50,Dus
9/23/2023,Minyak Kita Botol 1 Liter,50,Dus
9/23/2023,Gula Gmp 1 Kg,30,Dus
9/23/2023,Kapal Api Tanpa Gula Sachet B,15,Dus
9/23/2023,Rosebrand 1 Kg,20,Dus
9/24/2023,Minyak Sovia Pouch 2 Liter,50,Dus
9/24/2023,Indomie Soto ,35,Dus
9/24/2023,Kapal Api Mix Sachet,40,Dus
9/24/2023,Minyak Sam Sam 1 Liter,100,Dus
9/24/2023,Sun Kara,100,Dus
9/24/2023,Minyak Kita Pouch 1 Liter,2,Dus
9/24/2023,Minyak Kita Pouch 2 Liter,1,Dus
9/24/2023,Minyak Sovia Pouch 2 Liter,50,Dus
9/24/2023,Indomie Soto ,35,Dus
9/24/2023,Kapal Api Mix Sachet,40,Dus
9/24/2023,Minyak Sam Sam 1 Liter,100,Dus
9/24/2023,Sun Kara,100,Dus
9/24/2023,Minyak Kita Pouch 1 Liter,2,Dus
9/24/2023,Minyak Kita Pouch 2 Liter,1,Dus
9/25/2023,Indomie Ayam Bawang,50,Dus
9/25/2023,Minyak Kita Pouch 2 Liter,50,Dus
9/25/2023,Minyak Sovia Pouch 2 Liter,20,Dus
9/25/2023,Beras SIIP 5 Kg,10,Dus
9/25/2023,Kapal Api Tanpa Gula Sachet,10,Dus
9/25/2023,Minyak Kita Pouch 1 Liter,3,Dus
9/25/2023,Minyak Kita Pouch 2 Liter,2,Dus
9/25/2023,Gula Gmp 1 Kg,1,Dus
9/25/2023,Minyak Kita Botol 2 Liter,1,Dus
9/26/2023,Minyak Rizki Botol 900gr,1,Dus
9/26/2023,Indomie Soto ,2,Dus
9/26/2023,Minyak Kita Pouch 1 Liter,2,Dus
9/26/2023,Minyak Kita Pouch 2 Liter,1,Dus
9/26/2023,Gula Gmp 1 Kg,50,Dus
9/26/2023,Gula Gmp 1 Kg,1,Dus
9/26/2023,Sun Kara,100,Dus
9/26/2023,Minyak Tropikal botol 1 Liter,50,Dus
9/26/2023,Indomie Goreng,50,Dus
9/26/2023,Minyak Kita Botol 2 Liter,150,Dus
9/27/2023,Minyak Bimoli 2 Liter,50,Dus
9/27/2023,Sun Kara,30,Dus
9/27/2023,Minyak Kita Pouch 1 Liter,2,Dus
9/27/2023,Minyak Kita Pouch 2 Liter,1,Dus
9/27/2023,Minyak Sania Pouch 1 Liter,40,Dus
9/27/2023,Minyak Sam Sam 1 Liter,50,Dus
9/27/2023,Indomie Kari Ayam,100,Dus
9/27/2023,Indomie Soto ,50,Dus
9/28/2023,Minyak Kita Pouch 1 Liter,3,Dus
9/28/2023,Minyak Kita Pouch 2 Liter,2,Dus
9/28/2023,Minyak Kita Botol 1 Liter,20,Dus
9/28/2023,Sun Kara,15,Dus
9/28/2023,Minyak Kita Pouch 2 Liter,50,Dus
9/28/2023,Gula Gmp 1 Kg,50,Dus
9/28/2023,Indomie Soto ,20,Dus
9/28/2023,Sun Kara,20,Dus
9/28/2023,Gula Gmp 1 Kg,50,Dus
9/29/2023,Minyak Kita Pouch 1 Liter,2,Dus
9/29/2023,Sun Kara,2,Dus
9/29/2023,Minyak Sania Pouch 1 Liter,100,Dus
9/29/2023,Minyak Sam Sam 1 Liter,100,Dus
9/29/2023,Indomie Kari Ayam,50,Dus
9/29/2023,Indomie Soto ,100,Dus
9/30/2023,Minyak Sovia Pouch 2 Liter,50,Dus
9/30/2023,Indomie Soto ,50,Dus
9/30/2023,Kapal Api Mix Sachet,30,Dus
9/30/2023,Minyak Kita Pouch 1 Liter,50,Dus
9/30/2023,Minyak Kita Pouch 2 Liter,50,Dus
9/30/2023,Indomie Goreng,100,Dus
9/30/2023,Indomie Ayam Bawang,50,Dus
10/1/2023,Minyak Kita Pouch 1 Liter,3,Dus
10/1/2023,Minyak Kita Pouch 2 Liter,2,Dus
10/1/2023,Abc Susu,15,Dus
10/1/2023,Beras Sania 5 Kg,10,Dus
10/1/2023,Sun Kara,10,Dus
10/1/2023,Minyak Sania Pouch 1 Liter,50,Dus
10/1/2023,Minyak Sam Sam 1 Liter,20,Dus
10/1/2023,Indomie Kari Ayam,50,Dus
10/1/2023,Indomie Soto ,50,Dus
10/2/2023,Minyak Sovia Pouch 2 Liter,100,Dus
10/2/2023,Indomie Soto ,100,Dus
10/2/2023,Beras Sania 5 Kg,50,Dus
10/2/2023,Minyak Rizki Botol 900gr,100,Dus
10/2/2023,Minyak Kita Pouch 1 Liter,2,Dus
10/2/2023,Minyak Kita Pouch 2 Liter,1,Dus
10/3/2023,Minyak Rizki Botol 900gr,200,Dus
10/3/2023,Minyak Tropikal botol 1 Liter,150,Dus
10/3/2023,Indomie Goreng,100,Dus
10/3/2023,Indomie Soto ,50,Dus
10/3/2023,Indomie Soto ,20,Dus
10/3/2023,Sun Kara,20,Dus
10/3/2023,Indomie Kari Ayam,20,Dus
10/3/2023,Minyak Tropikal botol 1 Liter,40,Dus
10/3/2023,Minyak Tropikal botol 2 Liter,30,Dus
10/4/2023,Minyak Kuncimas 2 Liter,17,Dus
10/4/2023,Minyak Sunco Pouch 2 Liter,15,Dus
10/4/2023,Minyak Sania Pouch 2 Liter,20,Dus
10/4/2023,Abc Susu,10,Dus
10/4/2023,Beras Sania 5 Kg,10,Dus
10/4/2023,Sun Kara,5,Dus
10/5/2023,Minyak Kita Pouch 2 Liter,20,Dus
10/5/2023,Terigu Segitiga Ekonomis 1 kg,15,Dus
10/5/2023,Minyak Kita Botol 2 Liter,2,Dus
10/5/2023,Minyak Rizki Botol 900gr,1,Dus
10/5/2023,Indomie Soto ,2,Dus
10/5/2023,Minyak Bimoli 2 Liter,30,Dus
10/5/2023,Sun Kara,50,Dus
